Date,Open,High,Low,Close,Volume
2024-10-27 17:00:00+00:00,67828.0,68000.0,67722.56,67759.7,559.95827
2024-10-27 18:00:00+00:00,67759.7,67771.51,67540.88,67560.0,381.72644
2024-10-27 19:00:00+00:00,67560.0,67850.0,67554.0,67850.0,273.26642
2024-10-27 20:00:00+00:00,67850.0,67921.26,67688.09,67762.01,281.50714
2024-10-27 21:00:00+00:00,67762.0,68195.11,67740.1,67930.01,545.91543
2024-10-27 22:00:00+00:00,67930.02,68332.05,67930.02,68124.0,969.56799
2024-10-27 23:00:00+00:00,68124.0,68290.0,67988.0,68021.7,413.61104
2024-10-28 00:00:00+00:00,68021.69,68116.78,67839.9,67859.91,555.35912
2024-10-28 01:00:00+00:00,67859.9,67907.2,67740.11,67751.89,304.90747
2024-10-28 02:00:00+00:00,67751.89,67860.0,67677.77,67803.99,438.3259
2024-10-28 03:00:00+00:00,67804.0,67991.28,67700.51,67727.59,449.9157
2024-10-28 04:00:00+00:00,67727.59,67800.0,67636.44,67744.29,490.56951
2024-10-28 05:00:00+00:00,67744.3,67964.1,67618.0,67909.85,354.11541
2024-10-28 06:00:00+00:00,67909.85,67959.15,67800.0,67959.15,467.50971
2024-10-28 07:00:00+00:00,67959.15,68680.0,67959.15,68415.52,1916.25094
2024-10-28 08:00:00+00:00,68415.52,68596.0,68328.0,68328.0,660.792
2024-10-28 09:00:00+00:00,68328.0,68614.09,68238.81,68574.0,636.96149
2024-10-28 10:00:00+00:00,68573.99,68833.57,68548.0,68625.87,785.04653
2024-10-28 11:00:00+00:00,68625.86,68768.57,68490.0,68753.78,586.05532
2024-10-28 12:00:00+00:00,68753.78,69063.62,68590.0,68908.01,1872.43757
2024-10-28 13:00:00+00:00,68908.0,69280.0,68777.0,68819.99,2492.62084
2024-10-28 14:00:00+00:00,68820.0,69100.0,68688.0,68840.0,1777.84938
2024-10-28 15:00:00+00:00,68840.0,68853.27,68426.67,68494.2,1476.6185
